Date,Question,Asked_by,Response,URL,Coding,Location
4 March 2013,To ask the Secretary of State for Defence what assessment his Department has made of the potential of (a) unmanned underwater vehicles and (b) unmanned aerial vehicles for maritime reconnaissance.,"Zac Goldsmith, Conservative","I refer my hon. Friend to the statement made by the previous Minister of State for the Armed Forces, Sir Nick Harvey who, while giving evidence to the House of Commons Defence Committee (HCDC) on maritime surveillance on 23 May 2012, stated that the Ministry of Defence (MOD) intends to explore fully all options and alternatives for providing maritime surveillance which will include unmanned underwater and aerial vehicles. Trials of unmanned systems and the Air ISTAR Optimisation Study (AIOS) will be part of that work and an update will be provided to the HCDC on the initial findings of the AIOS and other significant developments in maritime surveillance in the summer of 2013, with a further update in the summer of 2014 when the AIOS is complete. The Royal Navy is developing a maritime unmanned aerial strategy to link into the wider Defence efforts in this area and lever efficiencies which will be completed in the summer of 2013. Phillip Dunne, Parliamentary Under Secretary of State, Ministry of Defence",http://www.publications.parliament.uk/pa/cm201213/cmhansrd/cm130304/text/130304w0003.htm#130304w0003.htm_wqn51,Regulation,Afghanistan
4 March 2013,"To ask the Secretary of State for Defence what the (a) type, (b) circular error probability and (c) blast radius is of each variant of the Hellfire precision guided missile employed by the UK Reaper remotely piloted air system; and if he will make a statement.","Tom Watson, Labour","Holding Answer: 17 Dec 2012: I am withholding the information requested as its release would, or would be likely to prejudice the capability, effectiveness or security of the armed forces. Phillip Dunne, Parliamentary Under Secretary of State, Ministry of Defence",http://www.publications.parliament.uk/pa/cm201213/cmhansrd/cm130304/text/130304w0003.htm#130304w0003.htm_wqn53,Impact,Afghanistan/Pakistan
4 March 2013,To ask the Secretary of State for Defence how many Black Hornet unmanned aerial vehicle systems have been purchased; and what estimate he has made of the cost to the public purse of such purchases.,"Angus Robertson, SNP","A total of 162 Black Hornet systems have been purchased for £20 million, including support costs. Phillip Dunne, Parliamentary Under Secretary of State, Ministry of Defence",http://www.publications.parliament.uk/pa/cm201213/cmhansrd/cm130304/text/130304w0003.htm#130304w0003.htm_wqn52,Military,Afghanistan
28 February 2013,To ask the Secretary of State for Defence how many investigations his Department has undertaken on the use of armed unmanned aerial vehicles in operations in Afghanistan since their deployment in that country.,"David Anderson, Labour","A wide range of investigations into the operation and employment of equipment, either in general or in response to specific incidents, can be initiated by various competent authorities, including the chain of command. These are not held centrally or in a form that would allow all investigations relevant to Reaper, the UK&#039;s only armed remotely piloted air system, to be identified.  Andrew Robathan, Minister for Defence Personnel, Welfare &amp; Veterans",http://www.publications.parliament.uk/pa/cm201213/cmhansrd/cm130228/text/130228w0001.htm#130228w0001.htm_wqn28,Technical,UK
26 February 2013,To ask the Secretary of State for Defence what assessment his Department has made of the relationship between the use of unmanned aerial vehicles and political radicalisation in Afghanistan and Pakistan.,"David Anderson, Labour","The Ministry of Defence regularly reviews risks to UK interests from political radicalisation in Afghanistan and Pakistan of which there are a range of potential contributing factors.  Andrew Robathan, Minister for Defence Personnel, Welfare &amp; Veterans",http://www.publications.parliament.uk/pa/cm201213/cmhansrd/cm130226/text/130226w0002.htm#130226w0002.htm_wqn29,international Co-Operation,UK
25 February 2013,To ask the Secretary of State for Defence if he will undertake an assessment of the legality of targeted killings by remotely piloted air systems.,"Tom Watson, Labour","The UK complies fully with its obligations under international law, as set out in Article 36 of Additional Protocol 1 to the Geneva conventions, to review all new weapons, and means and methods of warfare to determine whether their employment would in some or all circumstances be prohibited by the protocol or any other rule of international law. The UK only operates one armed remotely piloted aircraft system, Reaper, which has been in service since 2007 and is predominately used for surveillance and reconnaissance tasks providing vital intelligence in support of our forces on the ground in Afghanistan. All UK forces in Afghanistan operate in accordance with international humanitarian law and UK rules of engagement, under the command of the NATO International Security and Assistance Forces (ISAF), under the legal authority of UN Security Council resolutions and with the consent of the Government of Afghanistan. Andrew Robathan, Minister for Defence Personnel, Welfare &amp; Veteran",http://www.publications.parliament.uk/pa/cm201213/cmhansrd/cm130225/text/130225w0002.htm#130225w0002.htm_wqn35,Strategy and Policy,Global
25 February 2013,"To ask Her Majesty&#039;s Government what assessment they have made of the case for a robust legal framework to ensure that there is accountability and reparation when things have gone wrong as a result of drone attacks, as suggested by the United Nations Special Rapporteur.",Baroness Kinnock of Holyhead,"The Government&#039;s position is that the use of unmanned aerial vehicles against terrorist targets is a matter for the states involved. We expect all states concerned to act in accordance with international law and take all feasible precautions to avoid civilian casualties when conducting military operations. Baroness Warsi, Senior Minister of State, Department for Communities and Local Government &amp; Foreign and Commonwealth Office",http://www.publications.parliament.uk/pa/ld201213/ldhansrd/text/130225w0001.htm#wa_st_94,Strategy and Policy,UK
25 February 2013,To ask the Secretary of State for Defence what steps his Department has taken to review the UK Reaper remotely piloted air system as required by article 36 of Additional Protocol I to the Geneva convention; and if he will place in the Library a copy of any such review.,"Tom Watson, Labour","Holding Answer: 18 Feb 2013: The Reaper Unmanned Air System has been the subject of legal reviews during the acquisition process, in accordance with the UK’s responsibilities under article 36 of Protocol I Additional to the Geneva conventions of 1949. The reviews concluded that Reaper is capable of being used lawfully and in accordance with all relevant international and domestic law. The reviews are subject to legal professional privilege and I am unwilling, therefore, to place copies in the Library of the House. Andrew Robathan, Minister for Defence Personnel, Welfare &amp; Veteran",http://www.publications.parliament.uk/pa/cm201213/cmhansrd/cm130225/text/130225w0002.htm#130225w0002.htm_wqn27,Impact,Afghanistan
25 February 2013,To ask the Secretary of State for Defence what the cost has been of using unmanned aerial vehicles on security missions to date.,"Rusell Brown, Labour","Holding Answer: 12th Feb 2013: The current portfolio of unmanned air systems were all purchased as urgent operational requirements and have been used on operations in Iraq and Afghanistan. The total financial approval for delivering and sustaining these unmanned air systems at various times from 2007 until the end of 2014 in both theatres of operations is £774 million. Collectively these have flown for well over 140,000 hours. Andrew Robathan, Minister for Defence Personnel, Welfare &amp; Veteran",http://www.publications.parliament.uk/pa/cm201213/cmhansrd/cm130225/text/130225w0002.htm#130225w0002.htm_wqn26,Civil use,UK
25 February 2013,"To ask the Secretary of State for Defence pursuant to the Answer of 7 January 2013 to the hon. Member for Plymouth Moor View, Official Report, column 50W, on unmanned air vehicles, if he will place in the Library a copy of all documents and guidance governing the use and engagement of the Watchkeeper fleet in the UK; and if he will make a statement.","Tom Watson, Labour","The Ministry of Defence has no plans to conduct operational flights of the Watchkeeper unmanned air system in the UK; Watchkeeper will be used in the UK for training purposes only. The information requested will take time to collate. I will write to the hon. Member as soon as it is available. Andrew Robathan, Minister for Defence Personnel, Welfare &amp; Veteran",http://www.publications.parliament.uk/pa/cm201213/cmhansrd/cm130225/text/130225w0002.htm#130225w0002.htm_wqn30,Legality,Global
25 February 2013,"To ask the Secretary of State for Defence pursuant to the answer of 26 November 2012, Official Report, column 29W, on unmanned air vehicles, whether his Department has provided any unarmed drone assistance in countries other than (a) Afghanistan and (b) Libya against non-terrorist suspects in the last three years.","David Anderson, Labour","During the previous three years the Ministry of Defence has only operated unmanned aircraft systems—armed and unarmed—in support of UK and coalition forces on ground operations in Afghanistan. Andrew Robathan, Minister for Defence Personnel, Welfare &amp; Veterans",http://www.publications.parliament.uk/pa/cm201213/cmhansrd/cm130225/text/130225w0002.htm#130225w0002.htm_wqn31,Impact,Global
25 February 2013,To ask the Secretary of State for Defence if he will undertake an assessment of the aural and psychological effects of the use of armed and unarmed unmanned aerial vehicles on those affected by strikes from such vehicles in Afghanistan.,"Tom Watson, Labour","I refer the hon. Member to the answer I gave on 18 December 2012, Hansard, columns 707-08W. Andrew Robathan, Minister for Defence Personnel, Welfare &amp; Veteran",http://www.publications.parliament.uk/pa/cm201213/cmhansrd/cm130225/text/130225w0002.htm#130225w0002.htm_wqn29,Military,Afghanistan
25 February 2013,"To ask Her Majesty&#039;s Government, further to the Written Answer by Lord Taylor of Holbeach on 6 February (WA 62) concerning the use of unmanned aerial vehicles by police forces to carry out surveillance, whether the consent of Parliament is necessary for this type of surveillance; and whether it is intended to carry out public consultation on the policy.","Lord Stoddart of Swindon, Independent","Police use of unmanned aerial vehicles would need to comply with existing Civil Aviation Authority regulations. Covert use likely to obtain private information would be subject to authorisation under the Regulation of Investigatory Powers Act 2000. That Act requires that covert investigatory techniques are used only if they are necessary and proportionate for purposes such as preventing or detecting crime or in the interests of national security. It makes deployment subject to independent overview, inspection and right to redress in case of individual complaint. Any overt use of a surveillance camera system by the police will be subject to a new CCTV code of practice on which the Home Office is currently consulting under the Protection of Freedoms Act. Lord Taylor of Holbeach, Parliamentary Under Secretary of State for Criminal Information",http://www.publications.parliament.uk/pa/ld201213/ldhansrd/text/130225w0001.htm#wa_st_92,Strategy and Policy,UK
25 February 2013,"To ask Her Majesty&#039;s Government what plans they have to ensure that when drone attacks take place information is recorded on (1) the extent of civilian casualties, (2) the identity of those targeted, and (3) the legality of strikes in cases where the United Nations does not recognise that there is a conflict.",Baroness Kinnock of Holyhead,"The Government&#039;s position is that the use of unmanned aerial vehicles against terrorist targets is a matter for the states involved. We expect all states concerned to act in accordance with international law and take all feasible precautions to avoid civilian casualties when conducting military operations. Baroness Warsi, Senior Minister of State, Department for Communities and Local Government &amp; Foreign and Commonwealth Office",http://www.publications.parliament.uk/pa/ld201213/ldhansrd/text/130225w0001.htm#wa_st_96,Impact,Israel
25 February 2013,"To ask the Secretary of State for Defence pursuant to the answer of 12 November 2012, Official Report, column 31W, on Afghanistan, how many unmanned aerial vehicle strikes have been conducted by the UK since 1 November 2012; and if he will make a statement.","David Anderson, Labour","As of 1 February 2013, 18 Hellfire precision guided missiles and no (zero) laser guided bombs have been employed by the UK Reaper Remotely Piloted Air System (RPAS) in Afghanistan since 1 November 2012. Reaper is the only UK RPAS which carries weapons. Reaper is not an autonomous system and all weapons employment depends upon commands from the flight crew. The weapons may be released under the command of a pilot who uses Rules of Engagement (ROE) that are no different to those used for manned UK combat aircraft. The targets are always positively identified as legitimate military objectives, and attacks are prosecuted in strict accordance with the Law of Armed Conflict and UK ROE. Every effort is made to ensure the risk of collateral damage, including civilian casualties, is minimised. Andrew Robathan, Minister for Defence Personnel, Welfare &amp; Veteran",http://www.publications.parliament.uk/pa/cm201213/cmhansrd/cm130225/text/130225w0002.htm#130225w0002.htm_wqn32,Technical,UK
25 February 2013,To ask the Secretary of State for Defence what assessment he has made of the use of unarmed unmanned aerial systems in the UK; and what plans he has for their future use.,"Tom Watson, Labour","The Ministry of Defence has no plans for the operational use of any unmanned air systems in the UK. Andrew Robathan, Minister for Defence Personnel, Welfare &amp; Veteran",http://www.publications.parliament.uk/pa/cm201213/cmhansrd/cm130225/text/130225w0002.htm#130225w0002.htm_wqn28,Technical,UK
25 February 2013,To ask the Secretary of State for Defence what (a) psychological and (b) physical assessments his Department has undertaken on Royal Air Force pilots of unmanned aerial vehicles; and if he will place in the Library copies of any such studies.,"David Anderson, Labour","The Ministry of Defence takes seriously the psychological and physical health of all armed forces personnel. The RAF Reaper Remotely Piloted Air Systems (RPAS) force, alongside other frontline forces, has robust Trauma Risk Management strategies in place to ensure this is continually monitored. The RAF Medical Services have not detected any adverse psychological and physical trends for RAF pilots of RPAS. Andrew Robathan, Minister for Defence Personnel, Welfare &amp; Veterans",http://www.publications.parliament.uk/pa/cm201213/cmhansrd/cm130225/text/130225w0002.htm#130225w0002.htm_wqn36,International Co-Operation,Global
25 February 2013,"To ask Her Majesty&#039;s Government what assessment they have made of the case for a robust legal framework to ensure that there is accountability and reparation when things have gone wrong as a result of drone attacks, as suggested by the United Nations Special Rapporteur.","Baroness Kinnock of Holyhead, Labour","The Government&#039;s position is that the use of unmanned aerial vehicles against terrorist targets is a matter for the states involved. We expect all states concerned to act in accordance with international law and take all feasible precautions to avoid civilian casualties when conducting military operations.Baroness Warsi, Senior Minister of State (Foreign and Commonwealth Office) (Jointly with the Department for Communities and Local Government)",http://www.publications.parliament.uk/pa/ld201213/ldhansrd/text/130225w0001.htm#wa_st_94,Military,Global
13 February 2013,"To ask the Secretary of State for Transport pursuant to the answer of 21 January 2013 to the hon. Member for Strangford, Official Report, column 65W, on unmanned air vehicles, what primary and secondary legislation operators are required to take into account when conducting operations using unmanned aerial vehicles in the UK; and if he will make a statement.","Tom Watson, Labour","The use of unmanned aircraft, including remotely piloted aircraft systems, is covered by the Air Navigation Order 2009 and Rules of the Air Regulation 2007. Guidance on the use of such aircraft is contained in the Civil Aviation Authority&#039;s (CAA) publication “CAP 722—Unmanned Aircraft Systems Operations in UK Airspace” which is available from the CAA website. Simon Burns, Minister of State for Transport",http://www.publications.parliament.uk/pa/cm201213/cmhansrd/cm130214/text/130214w0003.htm#130214w0003.htm_wqn53,International Co-Operation,Yemen
11 February 2013,To ask the Secretary of State for Defence what recent discussions he has had with his American counterpart on drone attacks in Yemen.,"Keith Vaz, Labour","I refer the right hon. Member to the answer I gave on 12 December 2012, Hansard, column 364W. Andrew Robathan, Minister for Defence Personnel, Welfare &amp; Veteran",http://www.publications.parliament.uk/pa/cm201213/cmhansrd/cm130211/text/130211w0001.htm#130211w0001.htm_wqn14,International Co-Operation,Israel
11 February 2013,To ask the Secretary of State for Defence how many times his Department has shared information with its US counterpart to assist with the targeting of drone strikes in Yemen in the last 12 months.,"Keith Vaz, Labour","It has been the long-standing policy of successive Governments not to comment on intelligence matters. Andrew Robathan, Minister for Defence Personnel, Welfare &amp; Veteran",http://www.publications.parliament.uk/pa/cm201213/cmhansrd/cm130211/text/130211w0001.htm#130211w0001.htm_wqn15,Regulation,Global
11 February 2013,"To ask Her Majesty&#039;s Government what assessment they have made of the impact of Israel&#039;s use of drones in Gaza on civilians, and in particular, children.","Baroness Tonge, Crossbench","We are aware of reports of the use of drones by the Israeli authorities but have not made an assessment of their use. We have consistently urged Israel to meet its obligations under international humanitarian law. Baroness Warsi, Senior Minister of State, Department for Communities and Local Government &amp; Foreign and Commonwealth Office",http://www.publications.parliament.uk/pa/ld201213/ldhansrd/text/130211w0001.htm#wa_st_62,International Co-Operation,Yemen
7 February 2013,To ask Her Majesty&#039;s Government what bilateral and multilateral discussions they are having on the regulation of the civil and military use of drones.,"Lord Judd, Labour","My Lords, Her Majesty&#039;s Government and the UK Civil Aviation Authority are working with both the International Civil Aviation Organisation and the European Commission and EU member states on developing harmonised rules and regulation for the safe integration of civil remotely piloted aircraft systems into both European and global air space. The Ministry of Defence is not involved in any bilateral or multilateral discussions specifically on the regulation of the military use of remotely piloted aircraft systems but is involved in more general discussions on arms control, such as the UN Convention on Certain Conventional Weapons. Lord Wallace of Saltaire, Liberal Democrat",http://www.publications.parliament.uk/pa/ld201213/ldhansrd/text/130207-0001.htm#st_0,International Co-Operation,Israel
7 February 2013,To ask the Secretary of State for Foreign and Commonwealth Affairs what consideration the Government has given to banning UK companies from manufacturing components sold to Israel to make drones.,"Jim Cunningham, Labour","We do not believe that a ban on UK companies manufacturing components is necessary, given the stringent requirements of the criteria by which we assess all arms exports. These assessments take into consideration the remit of the end user and the specification of the final platform. We refuse licences for any arms exports to Israel which we assess would be inconsistent with the criteria or other relevant commitments. Alistair Burt, Parliamentary Under Secretary of State for the Middle East, Foreign and Commonwealth Office",http://www.publications.parliament.uk/pa/cm201213/cmhansrd/cm130207/text/130207w0001.htm#130207w0001.htm_wqn3,Civil use,UK
6 February 2013,"To ask the Secretary of State for Foreign and Commonwealth Affairs pursuant to the answer of 30 January 2013, Official Report, column 829W, on Israel, what assessment he made of the risk of unmanned aerial vehicles containing components exported to Israel being used during Operation Cloud Pillar (a) for internal repression, (b) to provoke or prolong armed conflicts and (c) to aggravate existing tensions or conflict.","Richard Burden, Labour","Officials from our embassy in Tel Aviv keep the situation regarding the use of unmanned aerial vehicles which may contain exported components under constant review. Alistair Burt, Parliamentary Under Secretary of State for the Middle East, Foreign and Commonwealth Office",http://www.publications.parliament.uk/pa/cm201213/cmhansrd/cm130206/text/130206w0003.htm#130206w0003.htm_wqn17,International Co-Operation,Mali
6 February 2013,To ask Her Majesty&#039;s Government whether drones are being used by the police or Armed Forces to carry out surveillance operations over the United Kingdom.,"Lord Stoddart of Swindon, Independent","In England and Wales, police use of unmanned aerial vehicles (UAVs) is an operational matter for individual police forces, within the regulations set by the Civil Aviation Authority. Information is not collected centrally about their use. Policing matters for Scotland and Northern Ireland are devolved. The Ministry of Defence only operates its unmanned aircraft systems/remotely piloted aircraft systems in support of UK, and ISAF, ground forces in Afghanistan. Lord Taylor of Holbeach, Parliamentary Under Secretary of State for Criminal Information",http://www.publications.parliament.uk/pa/ld201213/ldhansrd/text/130206w0001.htm#wa_st_18,International Co-Operation,Libya
4 February 2013,To ask the Secretary of State for Defence whether unmanned drones are operational in Mali; and whether any such drones have been moved into the region.,"David Crausby, Labour","There are currently no UK unmanned aircraft systems operational in Mali, nor have any been moved into the region. Andrew Robathan, Minister for Defence Personnel, Welfare &amp; Veterans",http://www.publications.parliament.uk/pa/cm201213/cmhansrd/cm130204/text/130204w0003.htm#1302051000919,Military,Afghanistan
31 January 2013,"To ask the Secretary of State for Defence pursuant to the answer of 21 November 2012, Official Report, column 494W, on Libya, how many missions were undertaken solely by UK forces; and how many members of UK forces took part in armed remotely piloted air system missions.","Rehman Chishti, Conservative","Each mission that UK exchange officers contributed to over Libya in 2011 required a US sensor operator for the Predator remotely piloted air system. Therefore no missions were undertaken solely by UK forces. There were two UK officers on exchange with the US contributing to these missions. Andrew Robathan, Minister for Defence Personnel",http://www.publications.parliament.uk/pa/cm201213/cmhansrd/cm130131/text/130131w0001.htm#13013163001724,International Co-Operation,Mali
29 January 2013,To ask the Secretary of State for Defence what plans his Department has for the UK&#039;s fleet of Reaper drones when their current deployment in Afghanistan is complete in 2014.,"David Davis, Conservative","holding answer 25 January 2013: The Reaper unmanned system was purchased as an urgent operational requirement for an armed intelligence, surveillance and reconnaissance capability for Operation Herrick. It will continue to be operated in support of UK ground forces in Afghanistan until the end of combat operations. No decisions have been taken on the longer term use of Reaper equipment after 2014. Andrew Robathan, Minister for Defence Personnel, Welfare &amp; Veterans",http://www.publications.parliament.uk/pa/cm201213/cmhansrd/cm130129/text/130129w0002.htm#1301303001939,International Co-Operation,Mali
24 January 2013,To ask the Secretary of State for Defence whether his Department plans to provide military assistance in Mali through the deployment of unmanned aerial vehicles in that country.,"Tom Watson, Labour","There are currently no plans for the UK to deploy unmanned aerial vehicles to Mali. Andrew Robathan, Minister for Defence Personnel, Welfare &amp; Veterans",http://www.publications.parliament.uk/pa/cm201213/cmhansrd/cm130124/text/130124w0001.htm#13012463001986,Civil use,UK
24 January 2013,To ask the Secretary of State for Foreign and Commonwealth Affairs what his policy is on the deployment of French unmanned aerial vehicles in Mali.,"Zac Goldsmith, Conservative","We support the French intervention in Mali. It would not be appropriate for me to comment on specific operational details of the French intervention in support of the Government of Mali, including the deployment of Unmanned Aerial Vehicles. Mark Simmonds, Parliamentary Under Secretary of State at the Foreign &amp; Commonwealth Office",http://www.publications.parliament.uk/pa/cm201213/cmhansrd/cm130124/text/130124w0002.htm#13012463002122,Technical,Afghanistan
21 January 2013,"To ask the Secretary of State for Defence whether he has any plans for the use of MQ-9 Reaper unmanned aerial vehicles in Afghanistan after 2014 in an intelligence, surveillance and reconnaissance role.","Angus Robertson, SNP","No decisions have yet been taken on what, if any, equipment platforms will remain in Afghanistan post 2014. Phillip Dunne, Parliamentary Under Secretary of State, Ministry of Defence",http://www.publications.parliament.uk/pa/cm201213/cmhansrd/cm130121/text/130121w0004.htm#13012135000584,Military,Afghanistan
21 January 2013,To ask the Secretary of State for Transport what his Department&#039;s policy is on the use of unmanned aerial vehicles to take photographs and conduct surveillance in the UK.,"Jim Shannon, DUP","The Government recognises the potential of unmanned aircraft systems, now referred to as Remotely Piloted Aircraft Systems (RPAS), in a variety of civil applications, particularly in crisis management situations. The ability to stay on station for prolonged periods of time with cameras and other sensors without the need to refuel or consider pilot fatigue makes them ideal for monitoring disaster and security events or for other environmental applications, such as crop and vegetation monitoring. Police forces, fire services and a growing number of farmers are all showing an interest in operating RPAS. However, we recognise there are some concerns from the general public about the use of RPAS in urban areas, particularly in relation to privacy and data protection. Operators are required to take into consideration European and national legislation, such as the Data Protection Act and Regulation of Investigatory Powers Act, when conducting operations and ensure that data is managed sensitively and securely in accordance with these rules. We do not believe that any additional regulatory changes are needed to ensure adequate privacy and data protection. Simon Burns, Minister of State for Transport",http://www.publications.parliament.uk/pa/cm201213/cmhansrd/cm130121/text/130121w0003.htm#13012135000551,Maritime,British Overseas Territories
17 January 2013,To ask the Secretary of State for Defence how many times (a) Hellfire precision guided missiles and (b) laser guided bombs employed by the UK Reaper remotely piloted air system have fallen outside their given circular error probability since operations commenced in Afghanistan.,"Tom Watson, Labour","The Reaper Remotely Piloted Air System (RPAS) currently employs two types of munitions, the GBU-12 laser guided bomb and the Hellfire AGM114 precision guided missile. Both are highly accurate munitions, and every effort is made to ensure the risk of civilian casualties is minimised. I am withholding further information as its disclosure would or would be likely to prejudice the capability, effectiveness or security of the armed forces. Phillip Dunne, Parliamentary Under Secretary of State, Ministry of Defence",http://www.publications.parliament.uk/pa/cm201213/cmhansrd/cm130117/text/130117w0001.htm#13011772001128,Impact,Afghanistan
17 January 2013,"To ask the Secretary of State for Defence pursuant to the answer of 3 December 2013, Official Report, column 640W, if he will place in the Library a copy of the Information Exchange Agreement with the United States on unmanned aerial systems.","Tom Watson, Labour","The Information Exchange Agreement contains details that are protected by confidentiality obligations and I am therefore withholding the information as its disclosure would or would be likely to prejudice relations between the United Kingdom and another state.  Philip Dunne (The Parliamentary Under-Secretary of State for Defence; Ludlow, Conservative)",http://www.publications.parliament.uk/pa/cm201314/cmhansrd/cm131217/text/131217w0001.htm#131217w0001.htm_wqn67,Research &amp; Development,UK
14 January 2013,To ask the Secretary of State for Defence what assessment he has made of the suitability of (a) unmanned underwater vehicles and (b) unmanned aerial vehicles for the task of the protection of the waters of British Overseas Territories from illegal fishing.,"Zac Goldsmith, Conservative","I refer my hon. Friend to the answer the then Minister for the Armed Forces, Sir Nick Harvey, gave on 7 February 2012, Hansard, column 182W. As the Royal Navy is not tasked to carry out this role, no such assessment has been made. Andrew Robathan, Minister for Defence Personnel, Welfare &amp; Veterans",http://www.publications.parliament.uk/pa/cm201213/cmhansrd/cm130114/text/130114w0006.htm#1301159002562,Military,Global
8 January 2013,"To ask Her Majesty&#039;s Government what assessment they have made of the impact of frequent drone flights on the civilian populations of parts of Pakistan and Afghanistan, and in particular on children.","Lord Hylton, Crossbench","The UK operates remotely piloted aircraft systems in support of the North Atlantic Treaty Organisation&#039;s International Security Assistance Forces in Afghanistan. The rules of engagement are the same as those for manned aircraft. Drone strikes against terrorist targets in Pakistan are a matter for the states involved. We expect all states concerned to act in accordance with international law and take all feasible precautions to avoid civilian casualties when conducting military operations. Baroness Warsi, Senior Minister of State, Department for Communities and Local Government &amp; Foreign and Commonwealth Office",http://www.publications.parliament.uk/pa/ld201213/ldhansrd/text/130108w0001.htm#13010854001893,Technical,UK
7 January 2013,To ask the Secretary of State for Defence how much his Department has spent on ISTAR since the initial deadline for the Watchkeeper programme.,"Alison Seabeck, Labour","The Ministry of Defence has a very large portfolio of capabilities, both in service and under development, that are classed as Intelligence, Surveillance, Target Acquisition and Reconnaissance (ISTAR) assets. It is not possible to identify all expenditure on these capabilities since Watchkeeper&#039;s originally planned in-service date of September 2010. Delays to the Watchkeeper programme have not affected the spending on ISTAR assets, other than on Hermes 450, the unmanned air system procured under the urgent operational requirement process that Watchkeeper is due to replace. The cost to the Government of supporting Hermes 450 in Afghanistan since September 2010 has been £61.3 million. This has been funded from the net additional cost of Military Operations element of the Treasury Reserve, which would in any case have been drawn upon to support Watchkeeper had it deployed on time. Phillip Dunne, Parliamentary Under Secretary of State, Ministry of Defence",http://www.publications.parliament.uk/pa/cm201213/cmhansrd/cm130107/text/130107w0002.htm#13010716003467,Maritime,Global
7 January 2013,To ask the Secretary of State for Defence; (1) how many Watchkeepers are on order from his Department to replace the Hermes 450; (2) what the estimated cost to the public purse is of the Watchkeeper programme in each of the next three years; (3) what steps his Department is taking to speed up the certification process of the Watchkeeper programme.,"Alison Seabeck, Labour","The Ministry of Defence (MOD) is procuring 15 Watchkeeper ground control stations and 54 air vehicles. The estimated cost of the Watchkeeper equipment and support programmes combined in each of the next three financial years is £73 million, £59 million and £28 million respectively. The release-to-service process, including airworthiness certification, is taking longer than originally expected. The MOD and Thales UK are working closely together to expedite the process. As the first large unmanned air system to fly in UK airspace, Watchkeeper is breaking new ground and it is essential that the process is thorough. Phillip Dunne, Parliamentary Under Secretary of State, Ministry of Defence",http://www.publications.parliament.uk/pa/cm201213/cmhansrd/cm130107/text/130107w0002.htm#13010716003501,Technical,UK
20 December 2012,To ask the Secretary of State for Defence how much has been spent on Urgent Operational Requirements by (a) theatre and (b) equipment type in each of the last 10 years; and which such funding was provided from a Treasury budget.,"Angus Robertson, SNP","The required information is not held in the format requested prior to financial year 2008-09. The amount spent on Urgent Operational Requirements (UOR) and claimed by the Ministry of Defence (MOD) against the HM Treasury Reserve, since financial year 2008-09 is presented in the following table. Phillip Dunne, Parliamentary Under Secretary of State,  Ministry of Defence",http://www.publications.parliament.uk/pa/cm201213/cmhansrd/cm121220/text/121220w0002.htm#12122061004408,Maritime,UK
20 December 2012,"To ask the Secretary of State for Defence pursuant to the answer of 3 December 2012, Official Report, column 616W, on unmanned air vehicles, what consideration his Department has given in the development of Maritime Unmanned Aerial Systems Strategy to the use of unmanned aerial vehicles to tackle illegal piracy and fishing in areas beyond national jurisdiction.","Zac Goldsmith, Conservative","The maritime unmanned air systems strategy paper will consider potential future capability needs for unmanned air systems, but it will not consider in detail their use in particular scenarios. Phillip Dunne, Parliamentary Under Secretary of State, Ministry of Defence",http://www.publications.parliament.uk/pa/cm201213/cmhansrd/cm121220/text/121220w0002.htm#12122061004449,Impact,Afghanistan
18 December 2012,To ask the Secretary of State for Defence what plans he has for unmanned underwater vehicle programmes in the Royal Navy; and if he will make a statement.,"Zac Goldsmith, Conservative","The Royal Navy Fleet Unmanned Underwater Vehicle (UUV) Unit and the Fleet Diving Squadron operate a number of UUVs for trials, evaluation and the development of training, tactics and doctrine. As part of a wider programme, the Mine Countermeasures, Hydrographic and Patrol Capability project team is investigating exploitation of UUVs to deliver elements of these capabilities in the future. The programme is in its concept phase so the Department is not in a position to set out detailed plans at this stage. Phillip Dunne, Parliamentary Under Secretary of State, Ministry of Defence",http://www.publications.parliament.uk/pa/cm201213/cmhansrd/cm121218/text/121218w0002.htm#12121876002322,Regulation,Global
18 December 2012,To ask the Secretary of State for Defence what assessment his Department has made of the effect of unmanned aerial vehicle strikes on the mental health and wellbeing of civilians in Afghanistan.,"Tom Watson, Labour","We have no reason to believe that aerial strikes from whatever platform have had an adverse effect in general on the mental health and wellbeing of civilians in Afghanistan. Weapons released by the UK&#039;s Reaper Remotely Piloted Aircraft System are no different to those from other airborne platforms. Attacks are carried out under the command of a pilot bounded by Rules of Engagement which are no different to those used for manned combat aircraft. Targets are always positively identified as legitimate military objectives and strikes are prosecuted in accordance with the Law of Armed Conflict and UK Rules of Engagement. Andrew Robathan, Minister for Defence Personnel, Welfare &amp; Veterans",http://www.publications.parliament.uk/pa/cm201213/cmhansrd/cm121218/text/121218w0002.htm#12121876002302,Impact,Afghanistan
